;attribute 1;attribute 2;p-value;correlation
132;23;story_translation_sadnessCategory;0,0115;-0,07864827017610024
133;23;story_translation_joyCategory;0,0317;-0,0668682464401507
134;23;story_translation_fearCategory;0,0025;-0,09415840712710731
135;23;story_translation_disgustCategory;0,0004;-0,11057608970870753
136;24;emotions_translation_sentimentCategory;0,0189;0,07303990377991779
137;24;strengths_translation_disgustCategory;0,026;-0,06930073034242998
138;24;story_translation_joyCategory;0,0194;0,07278585080999057
139;25;utilization_translation_fearCategory;0,0023;-0,09460052896865134
140;25;story_translation_sentimentCategory;0,0017;-0,09742255545167429
141;25;story_translation_sadnessCategory;0,0;-0,14768833347620144
142;25;story_translation_joyCategory;0,0;-0,1531353007176447
143;25;story_translation_fearCategory;0,0018;-0,09704135801289775
144;25;story_translation_disgustCategory;0,0;-0,18627944057058843
145;25;story_translation_angerCategory;0,0001;-0,12032725596041481
146;26;emotions_translation_sentimentCategory;0,006;0,08554784298868655
147;26;utilization_translation_fearCategory;0,0411;0,06360807015137689
148;26;story_translation_sentimentCategory;0,0241;0,07023309642728366
149;26;story_translation_sadnessCategory;0,0004;0,1092903744813484
150;26;story_translation_joyCategory;0,011;0,07911769504372965
151;26;story_translation_fearCategory;0,0045;0,08838432055064745
152;26;story_translation_disgustCategory;0,0;0,1310288859549924
153;26;story_translation_angerCategory;0,0011;0,10131973226002579
154;27;utilization_translation_fearCategory;0,0013;-0,09990424182861896
155;27;utilization_translation_disgustCategory;0,0057;-0,08591447097669166
156;27;utilization_translation_angerCategory;0,0076;-0,08308966288637887
157;27;story_translation_sentimentCategory;0,0035;-0,09079669618485389
158;27;story_translation_sadnessCategory;0,0;-0,1644275394737446
159;27;story_translation_joyCategory;0,0;-0,17662028151437356
160;27;story_translation_fearCategory;0,0004;-0,11054120179908887
161;27;story_translation_disgustCategory;0,0;-0,2315419202195533
162;27;story_translation_angerCategory;0,0;-0,16560876211848438
163;28;emotions_translation_sentimentCategory;0,0049;0,08761159018527472
164;28;emotions_translation_joyCategory;0,0073;0,08341292189055816
165;28;emotions_translation_angerCategory;0,0469;-0,06186945694607878
166;28;strengths_translation_joyCategory;0,0189;0,0730931207118629
167;28;strengths_translation_fearCategory;0,0449;-0,06243183146597193
168;29;reasons_translation_sentimentCategory;0,03;-0,06755470323580097
169;29;reasons_translation_fearCategory;0,0465;-0,06197474682461372
170;29;emotions_translation_joyCategory;0,0433;0,06290608551056381
171;30;story_translation_sadnessCategory;0,0159;-0,07502437639305254
172;30;story_translation_joyCategory;0,0007;-0,10519654293219335
173;31;reasons_translation_sentimentCategory;0,0096;-0,0805568347459557
174;31;emotions_translation_angerCategory;0,0044;0,0885337027099766
175;31;strengths_translation_sentimentCategory;0,0341;-0,06596334044665461
176;31;utilization_translation_angerCategory;0,0155;-0,07532335723518588
177;31;story_translation_sentimentCategory;0,0057;-0,0859376494835585
178;31;story_translation_sadnessCategory;0,0;-0,14280791251112562
179;31;story_translation_joyCategory;0,0;-0,17793729083940224
180;31;story_translation_fearCategory;0,0323;-0,0666399414637887
181;31;story_translation_disgustCategory;0,0;-0,21072612890565343
182;31;story_translation_angerCategory;0,0;-0,1628734195593235
183;32;utilization_translation_disgustCategory;0,0431;-0,06297413705799576
184;32;story_translation_sentimentCategory;0,0001;-0,12516329002567492
185;32;story_translation_sadnessCategory;0,0;-0,15678916969501872
186;32;story_translation_joyCategory;0,0;-0,20167484970439145
187;32;story_translation_fearCategory;0,0465;-0,06198098702171149
188;32;story_translation_disgustCategory;0,0;-0,20498359585974418
189;32;story_translation_angerCategory;0,0002;-0,11475069032962557
190;33;utilization_translation_joyCategory;0,0138;-0,0766003958863088
191;33;utilization_translation_disgustCategory;0,0221;-0,0712518381990892
192;33;story_translation_joyCategory;0,0403;-0,06384477959135247
193;33;story_translation_disgustCategory;0,0174;-0,07401867887496894
194;34;emotions_translation_sentimentCategory;0,009;0,08126343696177489
195;34;emotions_translation_joyCategory;0,027;0,0688465594709241
196;34;utilization_translation_fearCategory;0,0061;-0,08528270271773702
197;35;reasons_translation_disgustCategory;0,0435;-0,06286815270768221
198;35;story_translation_sentimentCategory;0,0086;0,08171090042260915
199;35;story_translation_sadnessCategory;0,0418;0,06336214785068534
200;35;story_translation_joyCategory;0,0;0,15697925737244492
201;35;story_translation_disgustCategory;0,0;0,12774302877043542
202;35;story_translation_angerCategory;0,0072;0,08355029748558782
203;36;emotions_translation_joyCategory;0,0048;0,08764653798171755
204;36;story_translation_disgustCategory;0,0042;-0,08905040890974396
205;37;reasons_translation_sadnessCategory;0,0044;0,08866176043790394
206;37;reasons_translation_joyCategory;0,0096;-0,08061264830359752
207;37;reasons_translation_angerCategory;0,0198;0,07251360463633098
208;37;story_translation_sadnessCategory;0,0427;-0,06308833263756679
209;37;story_translation_joyCategory;0,0035;-0,09087511988709895
210;37;story_translation_disgustCategory;0,0407;-0,06372631214309459
211;39;emotions_translation_sentimentCategory;0,0387;0,06436729200803575
212;39;story_translation_disgustCategory;0,0337;-0,06610189338062016
213;40;story_translation_sadnessCategory;0,0057;-0,08596956323019189
214;40;story_translation_joyCategory;0,0085;-0,08184397395126125
215;40;story_translation_disgustCategory;0,0002;-0,11408503658918462
216;40;story_translation_angerCategory;0,0041;-0,0892630668366485
217;41;emotions_translation_angerCategory;0,0048;-0,08765792899173067
218;42;utilization_translation_joyCategory;0,0111;-0,07906644949551477
219;42;utilization_translation_angerCategory;0,0396;0,06406021424305064
220;42;story_translation_sadnessCategory;0,0;0,12974860650859993
221;42;story_translation_joyCategory;0,0003;0,11155865131204679
222;42;story_translation_fearCategory;0,0343;0,06589124584552128
223;42;story_translation_disgustCategory;0,0;0,139465443673054
224;42;story_translation_angerCategory;0,0;0,13612144669602097
225;43;reasons_translation_joyCategory;0,0392;-0,06421102940826999
226;43;emotions_translation_angerCategory;0,042;0,06329898450722758
227;43;strengths_translation_sentimentCategory;0,0047;-0,08798414638993203
228;43;story_translation_sentimentCategory;0,0079;-0,08264929922614503
229;43;story_translation_sadnessCategory;0,0001;-0,12264507354589228
230;43;story_translation_joyCategory;0,0;-0,16811430604116187
231;43;story_translation_disgustCategory;0,0;-0,18847410280524854
232;43;story_translation_angerCategory;0,0004;-0,11012761751696784
233;44;reasons_translation_sentimentCategory;0,0101;-0,08004596794643001
234;44;utilization_translation_sadnessCategory;0,0185;-0,07333948275820493
235;44;utilization_translation_fearCategory;0,0226;-0,07094941317257075
236;44;story_translation_sadnessCategory;0,0001;-0,12321009356759655
237;44;story_translation_disgustCategory;0,0002;-0,11385331322324901
238;44;story_translation_angerCategory;0,0106;-0,07952574324652285
239;45;story_translation_sentimentCategory;0,0109;-0,07924352476897721
240;45;story_translation_sadnessCategory;0,0003;-0,11253726979832344
241;45;story_translation_joyCategory;0,0;-0,15869776048538606
242;45;story_translation_disgustCategory;0,0;-0,1544702867773572
243;45;story_translation_angerCategory;0,0058;-0,0858942315494324
244;46;reasons_translation_sentimentCategory;0,05;-0,06102129691518699
245;46;story_translation_sentimentCategory;0,0008;-0,1042494105330691
246;46;story_translation_sadnessCategory;0,0006;-0,10600875889217333
247;46;story_translation_joyCategory;0,0;-0,1898452349185649
248;46;story_translation_disgustCategory;0,0;-0,17290828230098754
249;46;story_translation_angerCategory;0,0056;-0,08612744050032745
250;47;emotions_translation_sentimentCategory;0,0022;0,09518622464415188
251;47;utilization_translation_fearCategory;0,0466;-0,061954959705083794
252;48;reasons_translation_sadnessCategory;0,0218;-0,07141640996453151
253;48;strengths_translation_disgustCategory;0,0098;-0,08031333033436447
254;48;strengths_translation_angerCategory;0,0155;-0,07531471051046541
255;49;reasons_translation_sadnessCategory;0,0157;-0,07520894127860898
256;49;reasons_translation_disgustCategory;0,0262;-0,06921066333589877
257;49;story_translation_disgustCategory;0,0402;0,06386407450656029
258;50;utilization_translation_sentimentCategory;0,0462;-0,062082150090718054
259;50;story_translation_sentimentCategory;0,0068;-0,08424930613905346
260;50;story_translation_joyCategory;0,0216;-0,07153490926815097
261;51;strengths_translation_disgustCategory;0,0283;-0,06826179921462452
262;51;strengths_translation_angerCategory;0,0344;-0,06586189528007448
263;52;strengths_translation_sentimentCategory;0,0003;0,11151583326788655
264;52;strengths_translation_disgustCategory;0,0145;-0,07609092137685708
265;52;utilization_translation_angerCategory;0,014;0,07650340596107177
266;52;story_translation_sentimentCategory;0,0166;0,07454092406171264
267;52;story_translation_sadnessCategory;0,0051;0,08705917762749181
268;52;story_translation_joyCategory;0,0;0,12850094333608308
269;52;story_translation_disgustCategory;0,0;0,12943534440271393
270;52;story_translation_angerCategory;0,0;0,12615942966335894
271;53;emotions_translation_angerCategory;0,0352;0,06557213250793971
272;53;utilization_translation_disgustCategory;0,0389;-0,06430777852741144
273;53;utilization_translation_angerCategory;0,0267;-0,06897579007623847
274;53;story_translation_sentimentCategory;0,0099;-0,08023043870424604
275;53;story_translation_sadnessCategory;0,0;-0,13110631665093023
276;53;story_translation_joyCategory;0,0;-0,17698634222441545
277;53;story_translation_disgustCategory;0,0;-0,18997325383399316
278;53;story_translation_angerCategory;0,0;-0,14164810088238228
279;54;utilization_translation_fearCategory;0,0088;-0,0815024719734526
280;54;story_translation_sentimentCategory;0,0219;-0,07132526461269824
281;54;story_translation_sadnessCategory;0,0064;-0,08481005141262463
282;54;story_translation_joyCategory;0,001;-0,10244337740181182
283;54;story_translation_fearCategory;0,0211;-0,07175732513891445
284;54;story_translation_disgustCategory;0,0003;-0,11166104787902889
285;55;strengths_translation_fearCategory;0,0365;-0,0651234596146838
286;55;strengths_translation_angerCategory;0,021;-0,07186373830094522
287;55;utilization_translation_sentimentCategory;0,0096;-0,08058813006770432
288;55;utilization_translation_joyCategory;0,016;-0,0749925670498418
289;55;story_translation_sentimentCategory;0,0265;-0,06905603471498854
290;55;story_translation_joyCategory;0,0085;-0,0819268723212463
291;56;emotions_translation_joyCategory;0,0329;0,066401897343471
292;56;utilization_translation_fearCategory;0,0121;-0,078040583942126
293;56;story_translation_sadnessCategory;0,0002;-0,11465028817693002
294;56;story_translation_joyCategory;0,0002;-0,1166419707481879
295;56;story_translation_fearCategory;0,0061;-0,08533800474024145
296;56;story_translation_disgustCategory;0,0;-0,15813798872900536
297;56;story_translation_angerCategory;0,0012;-0,10102005276058353
298;57;story_translation_sadnessCategory;0,0014;-0,09961542996430313
299;57;story_translation_fearCategory;0,0213;-0,0716541486063296
300;57;story_translation_disgustCategory;0,0;-0,1409404948074975
301;57;story_translation_angerCategory;0,0137;-0,0766957946995092
302;58;utilization_translation_joyCategory;0,0188;-0,07309609939089574
303;58;utilization_translation_fearCategory;0,0128;0,07749709952223126
304;58;utilization_translation_angerCategory;0,0317;0,06687457277809196
305;58;story_translation_sadnessCategory;0,0003;0,1114086965879175
306;58;story_translation_fearCategory;0,0001;0,1246365675430111
307;58;story_translation_disgustCategory;0,0319;0,06678248418453059
308;58;story_translation_angerCategory;0,0013;0,09997529063896154
309;59;strengths_translation_sentimentCategory;0,0002;0,1162407319782415
310;59;strengths_translation_angerCategory;0,0102;-0,0799038398728277
311;59;utilization_translation_fearCategory;0,0091;0,08117405011206907
312;59;utilization_translation_angerCategory;0,0419;0,063353267358675
313;59;story_translation_sadnessCategory;0,0;0,13887954577417733
314;59;story_translation_joyCategory;0,0002;0,11575902464626456
315;59;story_translation_fearCategory;0,0006;0,1072891337280785
316;59;story_translation_disgustCategory;0,0;0,1479563624986877
317;59;story_translation_angerCategory;0,0002;0,11742295616650891
318;61;strengths_translation_sentimentCategory;0,0497;-0,061106209840409376
319;61;utilization_translation_fearCategory;0,0246;-0,06997187620833197
320;61;story_translation_sentimentCategory;0,0252;-0,06967383906321285
321;61;story_translation_joyCategory;0,0;-0,17548260048712438
322;61;story_translation_fearCategory;0,0057;-0,08603034967537557
323;61;story_translation_disgustCategory;0,0029;-0,09247473486758627
324;61;story_translation_angerCategory;0,0064;-0,08480478105598087
325;62;emotions_translation_joyCategory;0,0166;0,07454539505961816
326;62;story_translation_fearCategory;0,0159;-0,07503328942178758
327;62;story_translation_disgustCategory;0,0178;-0,07374551427416465
328;63;strengths_translation_joyCategory;0,0045;0,0882637689582146
329;63;strengths_translation_fearCategory;0,0185;-0,07332297736204105
330;64;strengths_translation_sentimentCategory;0,0004;-0,1104389578033397
331;64;utilization_translation_fearCategory;0,034;-0,06601971117150154
332;64;utilization_translation_angerCategory;0,0007;-0,10480816834301254
333;64;story_translation_sentimentCategory;0,0003;-0,11223468528697632
334;64;story_translation_sadnessCategory;0,0;-0,18088975292202203
335;64;story_translation_joyCategory;0,0;-0,23468639251946424
336;64;story_translation_fearCategory;0,001;-0,10194055093502367
337;64;story_translation_disgustCategory;0,0;-0,2644240124186057
338;64;story_translation_angerCategory;0,0;-0,1931927249675181
339;65;reasons_translation_fearCategory;0,0416;-0,0634290448450838
340;65;strengths_translation_fearCategory;0,0234;-0,07054761343605083
341;65;story_translation_disgustCategory;0,0005;-0,10798674374449828
342;65;story_translation_angerCategory;0,0187;-0,07316666465741396
343;68;reasons_translation_sentimentCategory;0,0359;0,0653225298009746
344;69;story_translation_joyCategory;0,002;-0,09614343325368177
345;69;story_translation_disgustCategory;0,0268;-0,06892197352738438
346;70;story_translation_angerCategory;0,019;0,07298856440953817
347;71;story_translation_sentimentCategory;0,0136;0,0768249663130163
348;71;story_translation_joyCategory;0,0241;0,07022654217460932
349;72;story_translation_disgustCategory;0,01;0,08012998717632912
350;72;story_translation_angerCategory;0,0017;0,09781365805744116
351;73;story_translation_fearCategory;0,0211;0,07179862728563273
352;73;story_translation_disgustCategory;0,0441;0,06267289341332748
353;74;emotions_translation_joyCategory;0,0271;0,06880921137287084
354;74;strengths_translation_sentimentCategory;0,0022;0,09511358629947898
355;74;strengths_translation_joyCategory;0,0023;0,09472532181927727
356;74;strengths_translation_disgustCategory;0,0078;-0,08275269915359473
357;74;utilization_translation_angerCategory;0,0428;0,06308093729386796
358;74;story_translation_sentimentCategory;0,002;0,0962331458262927
359;74;story_translation_sadnessCategory;0,003;0,09245605920422192
360;74;story_translation_joyCategory;0,0;0,16495909000468592
361;74;story_translation_fearCategory;0,0102;0,07998878067025943
362;74;story_translation_disgustCategory;0,0002;0,11548691321647067
363;74;story_translation_angerCategory;0,0042;0,08909002909323657
364;75;utilization_translation_sentimentCategory;0,002;-0,09590997474345922
365;76;emotions_translation_fearCategory;0,0291;-0,06793298360525084
366;76;emotions_translation_angerCategory;0,031;-0,06716155930335635
367;77;reasons_translation_sentimentCategory;0,0148;0,07588702642832684
368;77;story_translation_sentimentCategory;0,0017;0,09774337558292473
369;77;story_translation_joyCategory;0,0002;0,11754014980801544
370;77;story_translation_disgustCategory;0,0206;0,07208847841707547
371;78;reasons_translation_joyCategory;0,0474;0,06173528990966552
372;78;emotions_translation_joyCategory;0,0004;0,11018562153868212
373;78;emotions_translation_fearCategory;0,0014;-0,09904481230510284
374;78;strengths_translation_sentimentCategory;0,0491;0,06126724175583573
375;78;strengths_translation_joyCategory;0,013;0,0772562541514774
376;78;strengths_translation_disgustCategory;0,0113;-0,07882072441394619
377;78;strengths_translation_angerCategory;0,035;-0,06564392469411576
378;78;story_translation_sentimentCategory;0,0004;0,11079112539007324
379;78;story_translation_joyCategory;0,0002;0,11726562588003943
380;79;reasons_translation_sentimentCategory;0,0286;-0,0681593253751894
381;79;reasons_translation_joyCategory;0,0306;-0,0673295878849507
382;79;emotions_translation_sadnessCategory;0,0429;-0,06302571416347949
383;79;emotions_translation_fearCategory;0,0461;-0,06209724206143027
384;81;emotions_translation_joyCategory;0,028;-0,06841407225208347
385;81;emotions_translation_fearCategory;0,0357;0,06537234596202772
386;81;emotions_translation_disgustCategory;0,0321;0,06671639219507847
387;81;strengths_translation_sentimentCategory;0,027;-0,06885232388078658
388;81;strengths_translation_sadnessCategory;0,0177;0,07382052919702435
389;81;strengths_translation_disgustCategory;0,0494;0,061186962174715066
390;81;story_translation_joyCategory;0,0003;-0,11354680508106654
391;82;emotions_translation_angerCategory;0,0099;-0,0802121683121801
392;83;reasons_translation_disgustCategory;0,0223;-0,07114257426949229
393;83;strengths_translation_sentimentCategory;0,0184;0,07336486147626271
394;83;story_translation_sentimentCategory;0,0;0,14032567696617482
395;83;story_translation_sadnessCategory;0,048;0,06157528471233739
396;83;story_translation_joyCategory;0,0;0,18716249589119366
397;84;story_translation_sentimentCategory;0,0327;0,06647148670303239
398;84;story_translation_joyCategory;0,0419;0,06333712801357222
399;84;story_translation_angerCategory;0,0321;0,06670186861905587
400;85;reasons_translation_joyCategory;0,0158;-0,0751263606206984
401;85;emotions_translation_disgustCategory;0,0069;0,08412479374367386
402;85;strengths_translation_disgustCategory;0,0287;0,06808392786023867
403;85;story_translation_sadnessCategory;0,0021;-0,0958217861040412
404;85;story_translation_joyCategory;0,0001;-0,12167663420698008
405;85;story_translation_disgustCategory;0,0045;-0,08829539692755503
406;86;emotions_translation_sadnessCategory;0,0457;-0,06222462172676384
407;86;story_translation_sadnessCategory;0,0004;-0,10971259041391794
408;87;emotions_translation_sadnessCategory;0,0245;-0,07001292737703615
409;87;emotions_translation_fearCategory;0,0147;-0,07594878006871672
410;87;utilization_translation_fearCategory;0,0435;-0,06285629019078727
411;88;reasons_translation_joyCategory;0,0116;0,07854290188170643
412;88;reasons_translation_disgustCategory;0,0125;-0,07771042805426431
413;88;emotions_translation_joyCategory;0,0435;0,06285943079596042
414;88;emotions_translation_fearCategory;0,0051;-0,08707272205290942
415;88;strengths_translation_joyCategory;0,0236;0,07045546381951684
416;88;story_translation_sentimentCategory;0,0094;0,08081458822747146
417;89;reasons_translation_sentimentCategory;0,0032;-0,09168985068257557
418;89;reasons_translation_joyCategory;0,0006;-0,10691505644758756
419;89;strengths_translation_sentimentCategory;0,0006;-0,10644807961693145
420;89;story_translation_sentimentCategory;0,0176;-0,07391501249650238
421;89;story_translation_sadnessCategory;0,0;-0,1302381289368036
422;89;story_translation_joyCategory;0,0;-0,1606323572427036
423;89;story_translation_disgustCategory;0,0;-0,13530275328032218
424;90;story_translation_fearCategory;0,0491;0,06126907963235788
425;92;reasons_translation_sentimentCategory;0,0029;-0,09273163466244012
426;92;reasons_translation_joyCategory;0,001;-0,10203406343268276
427;92;reasons_translation_disgustCategory;0,0042;0,08907347156109248
428;92;story_translation_sadnessCategory;0,0081;-0,08236898186872851
429;92;story_translation_joyCategory;0,0;-0,14882754191370254
430;93;story_translation_fearCategory;0,0151;0,07563440552579069
431;93;story_translation_disgustCategory;0,0438;0,06275578733274122
432;93;story_translation_angerCategory;0,0347;0,0657561002930022
433;94;reasons_translation_sentimentCategory;0,0475;-0,061709026799678754
434;94;reasons_translation_joyCategory;0,0273;-0,06872306034190472
435;94;emotions_translation_disgustCategory;0,0119;0,07826089707483311
436;94;story_translation_sadnessCategory;0,0005;-0,10878206910411511
437;94;story_translation_joyCategory;0,0;-0,1401747077306499
438;94;story_translation_disgustCategory;0,0001;-0,1194282963995074
439;94;story_translation_angerCategory;0,0027;-0,09318307782568405
440;95;strengths_translation_joyCategory;0,0453;-0,06232483243826909
441;95;story_translation_sadnessCategory;0,0264;-0,06911503011369827
442;95;story_translation_disgustCategory;0,0424;-0,06318006895641982
443;96;reasons_translation_joyCategory;0,0042;0,08914636180509887
444;96;story_translation_joyCategory;0,0007;0,1052099208676747
445;97;reasons_translation_sentimentCategory;0,0216;0,0714992565145661
446;97;reasons_translation_joyCategory;0,0327;0,06648987883144523
447;97;emotions_translation_joyCategory;0,0316;0,0669236766113112
448;97;emotions_translation_angerCategory;0,0416;-0,0634233172265981
